personal_number,first_name,family_name,age,sex,occupation,activity,partner_personal_number,family_id
7452093,Magnus,Reyes,53,Male,True,,5798062,467
1894442,Lisa,Mack,58,Female,True,,9320930,427
4021309,Eirik,Engström,52,Male,True,,9432366,623
4983178,William,Gustafsson,43,Male,True,,4933438,44
1870926,Cynthia,Nelson,28,Female,True,,1581363,387
4798888,Michelle,Young,63,Female,True,,3905782,526
6171644,William,Johansson-Moreno,24,Male,True,,7982135,17
7926612,Maria,Peterson,58,Female,True,,3794248,860
7867970,Joseph,Hansson-Nilsson,24,Male,False,,4858890,233
3456358,Tom,Cooper,54,Male,True,,8483340,332
4840251,Jacqueline,Singh,62,Female,True,,3473312,995
4858890,Katherine,Jones-Thorsen,23,Female,True,,7867970,89
5099194,Sissel,Aas-Ellingsen,10,Female,True,Tennis,,42
8283319,Alec,Gundersen-Gustafsson,16,Male,True,American football,,102
4051039,Amy,Little,53,Female,True,,8193027,508
1329149,Hanna,Martinez,69,Female,True,,9901876,202
5667135,Jonathan,Bengtsson-Berggren,9,Male,True,American football,,1020
3293640,Michael,Pennington,61,Male,True,,1635721,1033
3674450,Lina,Stewart,35,Female,True,,6078132,756
6329847,Ashley,Lozano,46,Female,True,,1008813,1040
1660088,Helge,Russo,75,Male,True,,8528497,970
1481052,Jack,Persson,34,Male,True,,1779301,53
2199439,Fredrik,Kristensen,45,Male,True,,6978242,390
6448482,William,Axelsson-Wright,4,Male,True,,,278
3088242,Bo,Olsson-Walters,12,Male,True,American football,,25
5751166,Brian,Wood,26,Male,True,,6449140,628
1585017,Timothy,Andersson-Strand,6,Male,True,,,96
3203108,Kristian,Davis,55,Male,True,,1427584,122
5528777,Björn,Mcdonald,42,Male,True,,6974223,19
9255785,Martine,Garcia,50,Female,False,,3893114,222
9298775,Tammy,Cummings-Thorsen,19,Female,True,,9719049,54
2789679,Thomas,Valencia,30,Male,True,,2713984,433
8802987,Jennifer,Poole,57,Female,True,,2065582,853
9553109,Charles,Gulbrandsen,79,Male,True,,9578868,463
2241235,Sigrid,Sundin-Williams,9,Female,True,American football,,140
7273563,John,Axelsson,72,Male,True,,3699534,278
1506163,Hanna,Christensen,52,Female,True,,2107772,86
6546907,Håkon,Singh,51,Male,True,,3668956,995
6712502,Erik,Jensen,47,Male,True,,6962845,274
8391330,Eivor,Eriksson-Williams,11,Female,True,Chess,,140
5851440,Mark,Stuart-Vargas,13,Male,True,Chess,,1085
6146629,Regina,Håkansson,53,Female,True,,2148249,334
2420331,Natalie,Nielsen,35,Female,True,,1354055,166
6223301,Jennifer,Strand,74,Female,True,,4175483,35
4204410,Brita,Frye,41,Female,True,,6353592,1000
8714955,Olof,Jensen-Lindberg,17,Male,True,Chess,,447
9438038,Barbro,Nguyen,60,Female,True,,4397344,4
8755745,Brian,Persson,30,Male,True,,7276604,53
9061193,Else,Nelson,49,Female,True,,2587513,387
8415970,James,Williams,59,Male,True,,4657028,140
1708936,Tanya,Karlsson,73,Female,True,,9578602,64
8374969,Jeffery,Ochoa,65,Male,True,,2084615,168
9412712,Pär,Cooper,57,Male,True,,6504967,332
3889754,Andrew,Hallberg,58,Male,True,,8119736,1036
1134305,Debra,Bakken,77,Female,True,,3302269,115
3795130,Scott,Moen,30,Male,True,,3347611,47
7091043,Tonje,Karlsson-Pham,0,Female,True,,,993
8853459,Allison,Gulbrandsen,28,Female,True,,7210047,463
7983679,Bjørg,Moore-Riley,23,Female,False,,1957545,142
7790062,Karen,Halvorsen,57,Female,True,,2765673,793
2895789,Lisa,Williams,55,Female,True,,8360989,140
8211506,Christian,Hauge,53,Male,True,,1994573,10
8295153,Brittany,Haugland-Larsson,5,Female,True,,,172
4075452,Karin,Lozano,61,Female,True,,5539749,1040
4116456,Anna,Bergström,33,Female,True,,6256418,384
4742755,Erik,Page,57,Male,True,,7997093,873
1417301,Shane,Shepherd,51,Male,True,,7061884,367
4728598,Rachel,Jakobsen,35,Female,True,,3205130,492
9071535,Christopher,Johansson-Young,17,Male,True,Tennis,,17
1759317,Edward,Hubbard-Pettersson,13,Male,True,,,419
1119164,Maureen,Christensen,68,Female,True,,2543508,86
9227002,Daniel,Frank,75,Male,True,,4949377,702
3410470,Derek,Engen,56,Male,True,,9370989,421
3692416,Brent,Johansen-Karlsson,14,Male,True,American football,,414
5046918,Amy,Solberg,40,Female,True,,1524929,259
2156522,Cecilie,Knight,61,Female,True,,9586108,947
8392925,Heidi,Gibbs,64,Female,True,,3385053,146
5233862,Richard,Halvorsen-Vik,15,Male,True,Football,,793
2228903,Trond,Berntsen-Orr,0,Male,True,,,664
8937844,Linda,Paulsen,60,Female,True,,7636358,165
1902035,Gunn,Reid,36,Female,False,,3349598,227
1446645,Jimmy,Johnson,26,Male,True,,9991506,124
5701930,Kevin,Nilsson-Persson,4,Male,True,,,233
9628396,Trond,Svensson,50,Male,True,,7098423,618
1241756,John,Goodman,69,Male,True,,2638229,863
3931240,Olav,Nolan,78,Male,True,,1451650,712
6210086,Therese,Thomassen,51,Female,True,,6879009,196
8768515,Sara,Olsson,48,Female,True,,4461276,25
3616377,Ann-Marie,Lindahl-Miller,13,Female,True,Basketball,,101
8006295,Mathias,Salazar,50,Male,True,,5636007,768
6329575,Tammy,Hansson,38,Female,True,,7346313,252
8292125,Ida,Walker,53,Female,True,,6887141,296
3860983,Shelby,Gulbrandsen,39,Female,True,,9866307,463
4835205,Tonje,Bender-Schultz,25,Female,True,,8387659,442
7436266,Patrick,Jakobsen-Mullins,13,Male,True,Football,,1051
6154014,Mona,Mårtensson,32,Female,True,,4428744,503
2805222,Diane,Löfgren-Ødegård,14,Female,True,,,160
9719049,Tobias,Karlsson-Mendoza,20,Male,False,,9298775,159
1818705,Torill,Martin,81,Female,True,,4301960,570
1581363,Christian,Shelton,44,Male,True,,1870926,950
8193027,Håvard,Roth,49,Male,True,,4051039,627
7191906,Justin,Hogan,71,Male,True,,7626711,1037
4689661,Timothy,Moore,82,Male,True,,9131679,142
7951695,Amanda,Danielsen,52,Female,True,,7903200,1006
4097285,Mikael,Engström,66,Male,True,,4874117,623
5689448,Robin,Munoz,33,Female,True,,3167980,730
9283612,Ann,Ødegård,31,Female,True,,8587804,160
3823569,Candace,Jennings,40,Female,True,,4280659,926
1017329,Anette,Jackson,57,Female,True,,2125271,3
6648772,Kurt,Axelsson,58,Male,True,,5310693,278
8509974,Kelsey,Hauge,32,Female,True,,5446030,10
5225334,Benjamin,Bakke-Rønning,16,Male,True,,,689
6269472,Eleonora,Thorsen,55,Female,True,,5266458,54
5237718,Lena,Calhoun-Thomas,16,Female,True,Chess,,837
6078132,Frank,Fredriksson,52,Male,True,,3674450,106
7340078,Sofia,Ball,58,Female,True,,5074913,1047
1921592,Kenneth,Pham,59,Male,True,,3999318,993
1945686,Linn,Carlsson,62,Female,True,,1939077,241
3670002,Emilie,Valdez,71,Female,True,,3079123,1048
9349766,Janice,Gomez,47,Female,True,,3177764,763
9343979,André,Jørgensen,61,Male,True,,9735130,786
5734215,Ulla,Olsson,54,Female,True,,8053483,25
5167765,Candace,Fredriksson-Mills,20,Female,False,,8560260,418
4811320,Elizabeth,Bengtsson-Moen,6,Female,True,Football,,47
1008813,Carl,Andresen,29,Male,True,,6329847,343
3893114,Tor,Jensen,44,Male,True,,9255785,274
2107772,Kevin,Pettersson,54,Male,True,,1506163,16
1322503,Margareta,Engström,69,Female,True,,4604365,623
1957545,Tyler,Huff-Mora,21,Male,False,,7983679,451
9932276,Ryan,Hobbs-Magnusson,16,Male,True,American football,,464
9320930,Ulf,Mack,79,Male,True,,1894442,427
5070565,John,Bender-Robles,14,Male,True,,,226
2148249,James,Friberg,46,Male,True,,6146629,397
1957468,Mari,Wood,52,Female,True,,1464969,628
1354055,Edward,Thorsen,50,Male,False,,2420331,54
2584386,Arne,Bøe-Rønning,13,Male,True,Volleyball,,689
9884423,Anna,Greer-Jacobs,10,Female,True,,,745
6894271,April,Beck-Bradshaw,14,Female,True,Football,,665
6353592,Travis,Clark,52,Male,True,,4204410,268
3179700,Camilla,Nielsen,50,Female,True,,6526262,166
8387659,Bobby,Göransson-Scott,24,Male,False,,4835205,632
6226800,Kathryn,Davidsson,55,Female,True,,6678202,1049
3176362,Kristina,Karlsson,67,Female,True,,9355388,64
5648175,Frida,Lawrence-Martinsen,8,Female,True,American football,,195
7198962,Crystal,Berg,47,Female,True,,1868687,38
7035140,Sissel,Aronsson,58,Female,True,,5714453,1050
3316470,Linda,Johansen,26,Female,True,,7335689,414
2587513,Eric,Paulsen,31,Male,True,,9061193,165
7210047,Gustav,Aronsson,54,Male,True,,8853459,1050
4736003,Bente,Svensson,73,Female,True,,9527174,618
3905782,John,Young,66,Male,True,,4798888,526
6256418,Antonio,Edwards,52,Male,True,,4116456,514
3794248,Kyle,Peterson,61,Male,True,,7926612,860
3205130,Samuel,Mullins,37,Male,True,,4728598,1051
3437132,Emilie,Olsson,55,Female,True,,7965567,25
4816250,Aud,Perez,45,Female,True,,4720995,304
5493982,Karin,Andersson-Schultz,21,Female,True,,1089849,96
8783240,Kirsten,Åström,59,Female,True,,4852810,200
1524929,Lennart,Lowe,51,Male,True,,5046918,935
3732514,Åse,Silva,36,Female,True,,6737580,617
3473312,David,Singh,74,Male,True,,4840251,995
2431427,Jonas,Andersson-Oskarsson,5,Male,True,,,96
3349598,Vidar,Jonasson,32,Male,True,,1902035,489
7543893,Taylor,Robinson-Walker,10,Male,True,Chess,,296
8186232,Karen,Mathisen,63,Female,True,,8128216,214
9901876,Gary,Martinez,59,Male,True,,1329149,202
3652153,Margaret,Bender,34,Female,True,,4064997,226
2065582,Jared,Poole,57,Male,True,,8802987,853
6879009,Jamie,Sweeney,40,Male,True,,6210086,370
4175483,Carl,Strand,62,Male,True,,6223301,35
1482287,Jessica,Bäckström,44,Female,True,,4224539,555
4461276,Adam,Delacruz,41,Male,True,,8768515,550
5286263,Katie,Olsen,76,Female,True,,4551505,339
5336671,Hege,Nguyen,26,Female,True,,5087634,4
3999544,Dean,Iversen-Jansson,15,Male,True,Basketball,,818
5261862,Emilie,Karlsson,52,Female,True,,3251011,64
4397344,Joseph,Nguyen,79,Male,True,,9438038,4
9547404,Amanda,Baxter,38,Female,True,,7082459,890
3501908,Benjamin,Brock-Karlsson,10,Male,True,Chess,,1003
6077586,Heather,Davis,34,Female,True,,5027208,122
7346313,Seth,Jonasson,48,Male,True,,6329575,489
8560260,Andreas,Eriksen-Sivertsen,19,Male,False,,5167765,540
9578602,Sverre,Karlsson,56,Male,True,,1708936,64
5141359,Kristina,Williams,82,Female,True,,6249470,140
6887141,Steven,Robinson,44,Male,True,,8292125,178
9194482,Brita,Oliver,36,Female,True,,4321111,431
3274495,Paige,Marsh,40,Female,True,,4847954,857
7940042,Siv,Larsen-Martinez,15,Female,True,Tennis,,158
3302269,Brian,Bakken,72,Male,True,,1134305,115
7695279,Sissel,Smith,41,Female,True,,8551021,18
9866307,Morgan,Skoglund,39,Male,True,,3860983,1052
2765673,Magnus,Halvorsen,56,Male,False,,7790062,793
3941794,Debra,Nelson,43,Female,True,,3478725,387
8360989,Fredrik,Williams,56,Male,True,,2895789,140
3529964,Debra,Antonsen-Karlsson,10,Female,True,Chess,,814
5539749,Ivar,Lozano,66,Male,True,,4075452,1040
8376555,Maria,Cole,77,Female,True,,9974010,49
2543508,Keith,Christensen,56,Male,True,,1119164,86
7766722,Ida,Price,78,Female,True,,2784775,28
3416277,Melissa,Brekke-Karlsen,18,Female,False,Basketball,3653540,74
9445082,Ashley,Dean,46,Female,True,,4688306,695
1312796,Inger,Eliassen,53,Female,True,,4159784,147
7283326,Maria,French,52,Female,True,,5291257,457
9362453,Krista,Thompson,40,Female,True,,6525841,40
2860365,Tiffany,Amundsen,34,Female,True,,3181399,114
4387017,Nathan,Carlson-Olsson,16,Male,True,Football,,675
4428744,Nathaniel,Bakke,39,Male,True,,6154014,105
1089849,Bo,Larsson-Vik,19,Male,False,,5493982,172
9586108,Arne,Knight,61,Male,True,,2156522,947
3653540,Victor,Nielsen-Persson,22,Male,False,,3416277,53
4252334,Hans,Guerrero-Kennedy,10,Male,True,Basketball,,201
6682926,Ann-Charlotte,Cox,50,Female,True,,6667864,668
7903200,Drew,Hanssen,53,Male,True,,7951695,192
8024499,Crystal,Holm,71,Female,True,,8541780,322
3167980,Jan,Karlsson,52,Male,True,,5689448,64
8587804,Erik,Hauge,35,Male,True,,9283612,10
9604834,Ruth,Lewis,66,Female,True,,8542513,112
4280659,Sune,Henriksen,50,Male,True,,3823569,111
6220244,Angela,Orr-Rich,12,Female,True,Football,,684
5268211,Jennifer,Rønning,51,Female,True,,8863220,689
6715946,Hayley,Larson,74,Female,True,,1431960,435
5446030,Pål,Holm,40,Male,True,,8509974,322
3177764,Gustav,Caldwell,30,Male,True,,9349766,83
7470974,Bruce,Johansson-Olsson,17,Male,True,Chess,,17
1046509,Stine,Johansson-Medina,18,Female,True,Chess,3876918,17
8053483,Bertil,Hanson,43,Male,True,,5734215,157
1464969,Kristian,Murphy,53,Male,True,,1957468,221
7638701,Debbie,Eriksson-Nunez,12,Female,True,Chess,,249
3385053,James,Gibbs,76,Male,True,,8392925,146
8324720,Unni,Smith,62,Female,True,,3879506,18
9603403,Åse,Hale,52,Female,True,,5481321,1053
2399200,Linnéa,Johansen,67,Female,True,,9933908,414
2940030,Kjell,Karlsson-Phillips,12,Male,True,,,97
4699532,Tracey,Robinson,46,Female,False,,5378604,178
8178895,Olivia,Herman,55,Female,False,,7924463,1054
5210714,Stacy,Eriksson,67,Female,True,,1719384,249
3652950,Rebecca,Ivarsson,64,Female,True,,8622802,783
6790759,Janne,Carroll,28,Female,True,,7641466,110
5807265,Melissa,Pedersen,77,Female,True,,5694779,191
5285268,Curtis,Flowers-Myers,16,Male,True,American football,,212
6177906,Ida,May,71,Female,True,,2737836,468
7636358,Matthew,Paulsen,79,Male,True,,8937844,165
3876918,Rickard,Haug-Hedberg,20,Male,False,,1046509,248
6946729,Dagmar,Lundgren,60,Female,False,,3289847,213
4349089,Line,Guerrero-Mathisen,8,Female,True,American football,,214
6526262,Harry,Bakken,41,Male,True,,3179700,115
6497288,Johanna,Thomas,48,Female,True,,1581128,585
7164426,Sara,Cummings,52,Female,True,,1191474,1056
8603358,Gun,Stewart,76,Female,True,,5782383,756
4301960,Eric,Martin,57,Male,True,,1818705,570
1868687,Craig,Johansson,46,Male,True,,7198962,17
2125271,Øystein,Jackson,66,Male,True,,1017329,3
5266458,Nathan,Thorsen,77,Male,True,,6269472,54
1021486,Eva,Andersen-Schultz,6,Female,True,Tennis,,223
1373774,Anna,Harrison,81,Female,True,,4092843,538
3132492,Line,Karlsson-Pedersen,13,Female,True,Football,,191
1638971,Maria,Johnson,66,Female,True,,4493845,124
6018736,Anna,Brown,28,Female,True,,1648655,215
3496600,Ann,Kristoffersen-Nilsson,16,Female,True,Tennis,,233
5939156,Yvonne,Aune,43,Female,True,,3253628,521
1310941,Sofie,Barker,56,Female,True,,2261507,528
2838589,Susan,Weaver,39,Female,True,,6774073,722
6626649,Daniel,Andreassen-Gustafsson,10,Male,True,Chess,,44
7335689,Alejandro,Solheim,53,Male,True,,3316470,23
5074913,Tommy,Ball,73,Male,True,,7340078,1047
4286174,Catherine,Smith,39,Female,False,,2356071,18
5774954,Kaitlyn,Andersson-Schultz,23,Female,True,,2312858,96
2566307,Gerd,Jimenez,44,Female,True,,8073271,708
2824890,Rita,Persson-Rosario,9,Female,True,American football,,53
6110694,Mikaela,Danielsen,67,Female,True,,3006346,1006
1939077,Kåre,Carlsson,67,Male,True,,1945686,241
4720995,William,Macias,52,Male,True,,4816250,724
7857823,Maria,Watts,36,Female,True,,4874904,856
3404987,Birgitta,Arvidsson,65,Female,True,,4555823,71
6037519,Kimberly,Jones,51,Female,True,,8779342,89
4436039,Linn,Holmberg,67,Female,True,,5801137,262
8222279,Else,Arvidsson,55,Female,True,,6253820,71
8956250,Jennifer,Allen,64,Female,True,,4678056,318
6437004,Morgan,Garcia,53,Female,True,,2776476,222
1824621,Birgitta,Hanna,41,Female,True,,5188322,1058
6888106,Pamela,Hartman,78,Female,True,,4369952,323
8201811,Kristina,Franco,50,Female,True,,5590617,257
9152480,Margareta,Osborne,53,Female,True,,5751611,107
2312858,Anders,Andersson-Vik,23,Male,False,,5774954,8
3100033,Sofia,Isaksen,55,Female,True,,1481128,26
6737580,Marvin,Nunez,51,Male,False,,3732514,723
5173704,Carlos,Gay-Gundersen,20,Male,False,,7183789,102
8793795,Olav,Andersson-Ross,10,Male,True,,,96
4064997,Wilhelm,Thompson,53,Male,True,,3652153,40
3079123,Anders,Valdez,63,Male,True,,3670002,1048
4224539,Per,Andersson,49,Male,True,,1482287,96
7183789,Helena,Eklund-Frazier,24,Female,False,,5173704,686
4983836,Kristina,Rice,57,Female,True,,1323480,749
1548813,Mario,Gustafsson-Håkansson,12,Male,True,Football,,44
5087634,Kyle,Bird,43,Male,True,,5336671,945
4878804,William,Lyons-Nilsson,19,Male,False,,9777660,233
7216789,Eric,Moore-Russell,20,Male,True,,1995820,142
5118842,Christopher,Jönsson-Mårtensson,22,Male,False,,9589828,503
3251011,Edward,Edvardsen,39,Male,True,,5261862,511
4969073,Mattias,Andersson-Martin,9,Male,True,Football,,96
7082459,Derek,Larsson,40,Male,True,,9547404,172
5027208,Eric,Carroll,48,Male,True,,6077586,110
4321111,Jonathan,Pettersson,46,Male,True,,9194482,16
4847954,Jens,Kim,39,Male,True,,3274495,255
4604365,Sondre,Engström,68,Male,True,,1322503,623
6280533,Helen,Dyer-Rice,17,Female,True,Volleyball,,749
3987930,Märta,Short,48,Female,True,,8886256,901
9709722,Brandon,Gonzalez-Larsson,10,Male,True,Tennis,,172
5043524,Odd,Andresen-Bakke,11,Male,True,,,105
5205797,Maria,Jonsson,52,Female,True,,4842299,527
4215554,Ann,Rasmussen,51,Female,True,,6207702,66
6678202,Eric,Davidsson,71,Male,True,,6226800,1049
8551021,Göran,Williams,51,Male,True,,7695279,140
9355388,Joshua,Karlsson,78,Male,True,,3176362,64
8011201,Karl,Boström-Williams,9,Male,True,Chess,,140
7067188,Ida,Eriksen-Marks,14,Female,True,American football,,982
5109008,Jamie,Bergström-Logan,8,Female,True,Chess,,384
9777660,Sara,Lilja-Mckee,20,Female,True,,4878804,893
3478725,Anthony,Berntsen,50,Male,True,,3941794,664
8609109,Melissa,Næss,56,Female,True,,3199674,127
3171779,Todd,Garcia-Johnsson,9,Male,True,Volleyball,,222
5714453,Mathias,Aronsson,77,Male,True,,7035140,1050
9527174,Michael,Svensson,68,Male,True,,4736003,618
4688306,Raymond,Mendez,30,Male,True,,9445082,834
5019198,Melissa,Bryan-Jansson,12,Female,True,Tennis,,770
8660611,John,Eliasson-Navarro,19,Male,False,,9254630,815
9052682,Elisabet,Bird-Tveit,16,Female,True,,,945
7633439,Christine,Abrahamsson-Karlsson,16,Female,True,Tennis,,64
3738105,Maria,Hawkins,48,Female,True,,7062946,566
1995820,Teresa,Aas-Berglund,25,Female,True,,7216789,701
4159784,Krister,Brown,36,Male,True,,1312796,215
7965567,Jeffrey,Olsson,81,Male,True,,3437132,25
9157312,Janet,Harris,58,Female,True,,7507828,57
2219951,Allison,Johnsson,77,Female,True,,2313754,671
6984857,Petter,Horton-Jordan,17,Male,True,Chess,,832
5291257,Tobias,Hughes,39,Male,True,,7283326,1063
7811022,Mona,Goodman,51,Female,True,,4321921,863
3999336,Johan,Chapman-Turner,12,Male,True,Basketball,,892
9350415,Christer,Myklebust-Vaughn,1,Male,True,,,864
4852810,Mats,Åström,57,Male,True,,8783240,200
9419191,Irene,Cooper,55,Female,True,,9938599,332
6525841,Steven,Rivera,41,Male,True,,9362453,151
3181399,Jonathan,Carlson,47,Male,True,,2860365,675
6667864,Louis,Lawson,41,Male,True,,6682926,704
5960778,Rodney,Boström-Dillon,6,Male,True,Football,,356
8863220,Kristian,Johansson,34,Male,True,,5268211,17
9589828,Holly,Bengtsson-Berggren,20,Female,True,,5118842,1020
5768520,Austin,Lawson-Solberg,14,Male,True,,,259
8128216,William,Mathisen,78,Male,True,,8186232,214
5481321,Johan,Sørensen,53,Male,True,,9603403,478
7098092,Emelie,Marsh,61,Female,True,,6416546,857
2972833,Ingegerd,Tangen,32,Female,True,,7103575,466
5378604,Eric,Johansson,40,Male,True,,4699532,17
7501236,Karl,Smith-Watkins,24,Male,False,,6393238,1143
7233670,Jade,Mikkelsen-Paulsen,14,Female,True,Football,,165
8988694,Randy,Castro-Friberg,20,Male,False,,6921213,162
8659782,Bjørg,Mckee,65,Female,True,,6661827,893
4551505,Dakota,Olsen,58,Male,True,,5286263,339
7641466,Jon,Smith,50,Male,True,,6790759,18
2035552,Kelly,Aas,46,Female,True,,1302489,208
6249470,John,Williams,75,Male,True,,5141359,140
4266341,Mats,Conner-Valencia,11,Male,True,Tennis,,433
1164467,Birgitta,Christensen,28,Female,True,,2245953,86
1581128,Henrik,Johansson,36,Male,True,,6497288,17
1227652,Anne,Scott,64,Female,True,,6923300,632
9974010,Rune,Cole,82,Male,True,,8376555,49
9254630,Vanessa,Thomas-Tveit,25,Female,True,,8660611,585
7564569,Trine,Salinas,71,Female,True,,9103096,179
8773601,Karin,Pedersen,68,Female,True,,9261428,191
6393238,Madison,Douglas-White,23,Female,False,,7501236,84
1191474,Shawn,Thorsen,40,Male,True,,7164426,54
3172678,Leslie,Brown,41,Female,True,,7599122,215
1305418,Lisa,Brown,80,Female,True,,4002977,215
1650861,Sven,Bishop-Kelley,20,Male,False,,9350996,1128
2800281,Gunn,Sivertsen,65,Female,True,,5084937,540
1648655,William,Andersson,34,Male,True,,6018736,96
2784775,Bruce,Price,61,Male,True,,7766722,28
3253628,Angel,Boström,42,Male,True,,5939156,356
3264561,Elisabeth,Shelton,52,Female,True,,9615753,950
1485638,Jocelyn,Ek,68,Female,True,,7389862,744
8541780,Alf,Holm,66,Male,True,,8024499,322
4730101,Carina,Smith,70,Female,False,,8245800,18
3835681,Turid,Ek-Powell,10,Female,True,Basketball,,744
6122500,Sofie,Solheim,58,Female,True,,4546263,23
4921816,Gunilla,Short-Smith,17,Female,True,Chess,,18
6774073,Jason,Page,41,Male,True,,2838589,873
2356071,Lawrence,Vik,50,Male,True,,4286174,8
8073271,Mark,Svendsen,40,Male,True,,2566307,176
4874904,Hans,Cooper,49,Male,True,,7857823,332
6274682,Linnéa,Andersson,82,Female,True,,2244500,96
6763653,Birgitta,Smith-Vik,17,Female,True,Basketball,,8
8542513,Øyvind,Lewis,57,Male,True,,9604834,112
5534750,Linda,Andersson,40,Female,True,,2249391,96
7402255,Birgitta,Ivarsson-Paulsen,16,Female,True,,,783
7026189,Håkon,Bengtsson-Thomas,18,Male,True,Basketball,7261373,256
1431960,Shawn,Larson,77,Male,True,,6715946,435
6145677,Lauren,Berg,71,Female,True,,3700691,38
3879506,Karl,Smith,74,Male,True,,8324720,18
9933908,Jan,Johansen,82,Male,True,,2399200,414
6921213,Marianne,Flores-Nguyen,22,Female,False,,8988694,4
8779342,Alf,Martinsen,36,Male,True,,6037519,195
8597140,Josefin,Haugland,57,Female,True,,8363509,21
2776476,Mathew,Hagen,46,Male,True,,6437004,36
5188322,Emil,Lindström,42,Male,True,,1824621,683
5590617,Edwin,Bakken,36,Male,True,,8201811,115
4793891,Taylor,Martinez,53,Female,True,,9107101,202
2995054,Erin,Nelson,52,Female,True,,2640779,387
9350996,Laila,Burns-Myers,19,Female,False,,1650861,757
5751611,Anthony,Mathisen,46,Male,True,,9152480,214
5706807,Frida,Strøm,50,Female,True,,8116421,184
5706586,Elizabeth,Svensson,51,Female,True,,3532894,618
7261373,Krista,Hawkins-Thomas,22,Female,False,,7026189,566
8495690,Emelie,Erickson,62,Female,True,,9511373,1066
8941908,Sofie,Morris-Schultz,6,Female,True,Tennis,,442
8886256,Roger,Cook,36,Male,True,,3987930,371
7824064,Jillian,Franco,64,Female,True,,6469748,257
3098899,Birgitta,Vasquez,51,Female,True,,7698007,55
4842299,Nils,Watson,27,Male,True,,5205797,333
7924463,Per,Herman,59,Male,True,,8178895,1054
1621205,Patricia,Young,51,Female,True,,9419947,526
6237049,Berit,Jørgensen,65,Female,True,,7522431,786
1719384,Patrick,Eriksson,61,Male,True,,5210714,249
4715451,Lynn,Vik,54,Female,True,,9685271,8
6207702,Nils,Andreassen,47,Male,True,,4215554,188
7221605,Emma,Eriksson-Klein,16,Female,True,Football,,687
1050031,Anne,Næss,27,Female,False,,6495704,127
6414436,Kristine,Ruud,42,Female,True,,5893071,232
7062946,Mark,Thomas,53,Male,True,,3738105,585
4321921,Espen,Mccarty,48,Male,True,,7811022,567
7867048,Kirsten,Antonsen,29,Female,True,,6674189,814
7158933,Jamie,Ellis-Eriksson,2,Male,True,,,43
4657856,Margareta,Chandler,47,Female,True,,3350164,797
9519878,Linda,Smith,29,Female,True,,8303968,18
8622802,Elias,Ivarsson,61,Male,True,,3652950,783
4441222,Mandy,Jackson-Robinson,6,Female,True,Chess,,178
7103575,Sören,Dahl,52,Male,True,,2972833,525
5694779,Christoffer,Pedersen,77,Male,True,,5807265,191
4713024,Inge,Brooks-Shelton,19,Male,False,,9361214,950
1302489,Nicholas,Mullins,46,Male,True,,2035552,1051
7387908,Sara,Carlsson-Clark,13,Female,True,American football,,268
7251301,Tina,Roberts,55,Female,True,,4947998,1067
8275529,Annette,Andersson,50,Female,True,,4947245,96
4753054,Kristina,Jørgensen,41,Female,True,,9904240,786
4879470,Bente,Andersson,49,Female,True,,9595598,96
9527712,Teresa,Forsberg,73,Female,True,,3076760,1068
6876683,Christopher,King-Mårtensson,21,Male,True,,7250099,503
4968581,Katelyn,Schultz-Strøm,6,Female,True,Chess,,442
2737836,Karl,May,70,Male,True,,6177906,468
2245953,Scott,Johnson,52,Male,True,,1164467,124
3289847,Terrance,Lundgren,72,Male,True,,6946729,213
2721317,Michelle,Eide,53,Female,True,,6135431,785
6169750,Birgitta,Aguirre,66,Female,True,,9179504,399
9650142,Carla,Mathisen,43,Female,True,,4052575,214
6998664,Yolanda,Karlsen,62,Female,True,,1799222,74
7838224,Veronica,Jönsson,74,Female,True,,8052944,906
7599122,Johnny,Nguyen,52,Male,True,,3172678,4
9361214,Kerstin,Delgado-Eliasson,20,Female,True,,4713024,658
9615753,Carl,Washington,27,Male,True,,3264561,283
5956560,David,Davis-Esparza,21,Male,True,,9967947,886
7250099,Stephanie,Alvarado-Andersson,25,Female,True,,6876683,96
4551268,Heather,Ali,31,Female,True,,3926572,532
2249391,Åke,Strøm,51,Male,True,,5534750,184
9967391,Susan,Martinez,52,Female,True,,3539987,202
9107101,Andrew,Dyer,42,Male,True,,4793891,133
3486349,Elise,Karlsson,54,Female,True,,3783305,64
4549967,Eivind,Greene-Jørgensen,12,Male,True,Volleyball,,786
4177149,Liv,Hays-Marks,13,Female,True,,,596
9967947,Bente,Dean-Lindström,19,Female,False,,5956560,683
2640779,James,Rodriguez,48,Male,True,,2995054,290
5727013,Heidi,Evensen-Svensson,23,Female,True,,2034094,618
8485455,Amy,Orr,29,Female,True,,3255939,408
3676395,Elin,Ibarra,40,Female,True,,5720789,1071
6347605,Jenny,Johansen,66,Female,True,,6227917,414
2492111,Patrik,Eriksson-Johnson,4,Male,True,,,124
5782383,Olav,Stewart,56,Male,True,,8603358,756
4092843,Brandon,Harrison,57,Male,True,,1373774,538
4493845,Shannon,Johnson,65,Male,True,,1638971,124
2666633,Cindy,Gilbert,76,Female,True,,2726814,1072
6954945,Vanessa,Fletcher-Smith,5,Female,True,,,18
2034094,Mats,Danielsen-Weeks,18,Male,True,Football,5727013,1006
2261507,Robert,Barker,72,Male,True,,1310941,528
1857007,Jeanette,Pettersson,45,Female,True,,4509275,16
