household_id,personal_number
2082,3674486
2083,4944393
2083,2841944
2084,6439234
2084,5155090
2084,4340650
2085,4770126
2085,4254103
2085,9510210
2086,7081674
2086,4196773
2086,6366543
2087,3651613
2087,6266371
2087,7962488
2087,3570122
2088,5479460
2088,3132202
2089,1929308
2089,4318017
2089,7132861
2089,4357766
2090,1195123
2090,7571719
2091,9855717
2091,9183386
2092,6701187
2092,5562362
2092,9518605
2093,6277298
2093,5701035
2094,1185527
2094,7320926
2094,7809899
2095,8645665
2095,8253501
2095,1788741
2096,5089244
2096,9709996
2096,1097080
2096,8457555
2097,6093754
2097,1232449
2098,8946109
2098,9494100
2099,2555611
2099,4507668
2100,4083759
2100,1236756
2100,2664207
2100,4568577
2101,1057028
2101,9969105
2102,4354210
2102,4465966
2102,3213502
2103,8768396
2103,2665099
2104,2211437
2104,4150444
2104,9373758
2105,2928160
2105,2187120
2106,3001920
2106,6190794
2107,4754281
2107,5392184
2108,1710955
2108,8796557
2108,6504298
2109,3052879
2109,7326213
2110,5095384
2110,6812901
2110,8482205
2110,1811087
2111,9482145
2111,3994818
2112,5529757
2112,4577921
2113,7239001
2113,7181562
2113,8583774
2114,6806982
2114,9736992
2115,2553706
2115,9952861
2116,3066849
2116,9000170
2117,4077111
2117,4176216
2118,2761676
2118,4723315
2119,9332362
2119,4848716
2120,9628429
2120,5124383
2120,2584386
2121,5534287
2121,6570484
2122,3391115
2122,9313896
2122,1976676
2123,6578654
2123,1103699
2123,6758496
2124,5756757
2124,7195737
2124,6400832
2125,2644319
2125,4722592
2125,6313750
2125,3675066
2126,9032363
2126,7278007
2126,3132492
2127,8460921
2127,3681643
2128,2582385
2128,1832370
2129,6486680
2129,9873743
2130,3341313
2130,1129219
2131,7648748
2131,1126626
2131,3617160
2132,3803402
2132,1239481
2133,5806499
2133,1490006
2133,6405365
2134,9056308
2134,4398394
2135,1631932
2135,3399782
2135,7150668
2136,7936787
2136,8193590
2136,3525405
2137,6253028
2137,4081290
2138,1091367
2138,2354061
2139,7202536
2139,5068099
2140,7902010
2140,5070061
2140,4972076
2140,1049607
2140,9573614
2141,4246222
2141,2273788
2142,6279007
2142,1198221
2142,8864779
2143,2102585
2143,3739529
2144,1999116
2144,8033284
2144,1151981
2145,9585050
2145,6199559
2146,9373255
2146,3774966
2147,1653398
2147,2921179
2147,9089717
2147,3252987
2148,6610714
2148,9689086
2149,7902802
2149,7000667
2149,9788071
2150,9323607
2150,4548698
2150,4513013
2151,1211673
2151,7540199
2152,9429417
2152,7666841
2153,3709559
2153,7165799
2153,4232792
2154,5580362
2154,2016895
2154,5413552
2154,4214345
2155,1224790
2155,4288751
2156,9773878
2156,7944501
2157,1523822
2157,3633511
2158,5809708
2158,1435141
2158,1618301
2158,5754821
2158,3506079
2159,4401560
2159,1480957
2159,4988287
2159,1150975
2160,8020306
2160,7018025
2160,7817853
2160,5674201
2161,3902351
2161,7458653
2161,8972664
2162,5263049
2162,6639326
2162,3484237
2163,9084287
2163,7229374
2164,7175345
2164,2525442
2164,5764014
2164,1330427
2165,7875644
2165,7922365
2166,7082835
2166,6126091
2167,5398961
2167,9202285
2168,7917549
2168,8914267
2169,3957217
2169,8912071
2170,1577007
2170,6490660
2171,8243712
2171,8282856
2171,1227166
2172,2796679
2172,8983344
2172,3860734
2172,9451378
2173,2385984
2173,4817613
2173,8295183
2174,5952581
2174,9726864
2174,4708699
2175,6830572
2175,5926878
2175,1819387
2176,8592150
2176,3773058
2177,2859628
2177,7984038
2177,3852990
2178,5094074
2178,3185719
2178,6004914
2179,1549910
2179,7588351
2179,5558575
2180,2251619
2180,2358403
2181,3892349
2181,8242970
2181,8149149
2182,2654909
2182,4959635
2183,7866911
2183,5588864
2184,1801201
2184,5762191
2184,1196150
2184,6954945
2185,1501523
2185,2482325
2186,4956065
2186,5609436
2187,2092577
2187,1581821
2187,5713862
2187,4443265
2188,4320508
2188,4045885
2189,8635095
2189,6336742
2190,9686413
2190,9928663
2190,5004338
2191,3969745
2191,9531691
2191,8755000
2192,1547303
2192,4749316
2192,1417891
2192,8770766
2193,4038107
2193,3171404
2194,3701392
2194,2512440
2194,5439027
2194,3403775
2194,5342885
2195,2612863
2195,2535149
2196,4630691
2196,3868224
2197,3977354
2197,4116089
2197,4490457
2197,6688957
2198,3262058
2198,3997872
2198,9275182
2199,2622845
2199,8545376
2199,5830551
2199,1502145
2200,2786905
2200,9730241
2200,8966136
2200,3813872
2201,5934219
2201,8067868
2201,5158326
2202,8324107
2202,3503413
2203,6174371
2203,1532229
2204,5008739
2204,1240653
2204,4406262
2205,3299342
2205,4622856
2205,5733727
2205,3044903
2206,6726722
2206,5935969
2206,7074164
2207,4735564
2207,8904879
2207,4601010
2208,4078925
2208,8129726
2208,1252533
2209,3831084
2209,8619219
2209,6974762
2210,7472361
2210,9525882
2211,2236814
2211,5955148
2212,6049330
2212,8062814
2212,4688540
2213,7426520
2213,1667388
2213,7221605
2214,2367012
2214,6931645
2215,2273070
2215,8847876
2216,6236425
2216,3534584
2217,8808571
2217,2605893
2218,5414250
2218,5244057
2218,1243749
2219,1474788
2219,6593839
2219,2691630
2219,4558168
2220,9464459
2220,5886821
2220,7658924
2221,7608152
2221,7511834
2221,1975915
2221,1614193
2222,4113917
2222,3051615
2222,5995867
2223,1037508
2223,3146439
2224,3189020
2224,3664489
2224,5570271
2224,6398564
2224,4039145
2225,7947387
2225,5449832
2226,6029196
2226,2809608
2226,1704324
2227,1054318
2227,9060410
2227,6683015
2228,8507235
2228,7140454
2229,9908903
2229,3092678
2229,4336967
2230,7788110
2230,4110035
2230,3836892
2231,7574447
2231,1438739
2231,3999544
2231,7019773
2232,2881068
2232,4148596
2232,3060910
2232,1324013
2233,8329136
2233,3508171
2234,3295474
2234,1210295
2235,2522245
2235,2131526
2235,8592726
2236,4582218
2236,8870602
2236,6236250
2237,7746212
2237,8365362
2238,3427588
2238,4011731
2239,8980776
2239,5167474
2239,4673252
2239,5505010
2239,2628261
2240,2222719
2240,8185154
2240,4034152
2241,5309625
2241,8126892
2241,9050480
2241,9021942
2241,9787066
2242,5573785
2242,2368711
2242,8364771
2243,4852503
2243,7890399
2243,3557406
2244,9038200
2244,4852996
2244,8510571
2245,5971024
2245,8562608
2245,7658108
2246,1879933
2246,1089790
2246,2710078
2247,6522536
2247,3746549
2247,1996086
2248,1628646
2248,6330308
2249,4523424
2249,1058495
2250,4056645
2250,6751227
2251,5551686
2251,4130052
2251,2434251
2252,7991456
2252,3555039
2253,6254950
2253,7604981
2253,2714807
2253,2265236
2254,5331073
2254,6412930
2254,1747862
2255,5979313
2255,4505887
2255,2596046
2255,6414087
2256,7436884
2256,6438815
2257,4544317
2257,9453798
2258,7722183
2258,5078564
2258,1427122
2258,9790751
2259,9686675
2259,5699729
2259,2156509
2260,6725112
2260,2317878
2260,5167576
2260,6669558
2261,3770926
2261,1566212
2261,5237718
2261,6455904
2262,3228484
2262,9741952
2263,6835002
2263,2243357
2263,5887507
2263,9648529
2264,6171874
2264,6611778
2264,9327649
2265,7353825
2265,2465406
2265,9282553
2265,2964501
2265,2772997
2266,9762628
2266,6149354
2266,2728507
2267,2229727
2267,1783133
2267,5406686
2268,4787713
2268,1752833
2268,4470264
2268,4893560
2269,8680182
2269,8403995
2270,7051115
2270,2851929
2270,2528328
2271,4236588
2271,4078951
2272,9695254
2272,1794261
2272,2763512
2272,1672010
2272,6366057
2273,6879272
2273,1202922
2274,7906926
2274,1614549
2274,8617734
2274,8908172
2275,8771833
2275,3713774
2275,9584772
2276,7798985
2276,8309831
2276,3788872
2276,8523764
2277,5460654
2277,2984878
2278,2059409
2278,7330367
2278,2756751
2279,6232963
2279,2164706
2279,2862385
2280,8425198
2280,8249702
2280,8969443
2281,3433541
2281,9977380
2282,4086151
2282,8647318
2282,9468634
2282,2761478
2283,6539509
2283,8093121
2283,5227164
2283,6226208
2284,9573627
2284,2796723
2284,8645713
2285,2324699
2285,5177218
2285,8365900
2285,1600042
2286,5095827
2286,4579537
2286,8681847
2287,2319004
2287,3785174
2288,5833487
2288,1656862
2289,9240899
2289,3850268
2290,2691259
2290,9187521
2290,3520929
2290,8855774
2291,4299339
2291,9726755
2292,8114943
2292,5167653
2292,4180610
2292,6313456
2293,3427285
2293,3325464
2293,7370102
2294,6996521
2294,5766342
2295,7569579
2295,4768725
2296,1126127
2296,9345811
2296,4208655
2297,6564658
2297,1480274
2298,7013634
2298,7071445
2299,8855654
2299,9124159
2299,5508735
2300,3656850
2300,5901244
2300,5706882
2301,2835117
2301,5149023
2302,5255054
2302,1636975
2302,5747452
2303,5279805
2303,9428035
2304,2847711
2304,6084863
2304,8648163
2305,2726195
2305,6381018
2305,2073698
2306,4831403
2306,4124984
2306,9359358
2307,5123462
2307,6020862
2308,7442788
2308,8275821
2308,8941558
2309,7962322
2309,9641855
2309,2172683
2310,4857994
2310,4542739
2310,5873689
2311,5794119
2311,8772242
2312,1688310
2312,5451622
2312,5432845
2313,9667134
2313,7603179
2314,9560853
2314,3907618
2314,2492111
2314,7272962
2315,8664285
2315,2477304
2315,8920089
2316,4331920
2316,5072490
2316,7068083
2317,5192163
2317,9398208
2317,7237341
2317,2609478
2318,9353488
2318,1011177
2318,7402255
2319,9914157
2319,2199948
2319,3094431
2319,2531941
2320,1568861
2320,9434672
2321,3096019
2321,4392405
2321,2662983
2322,4257168
2322,7246768
2322,4811121
2323,3605266
2323,8588082
2324,7342080
2324,8309564
2325,3667654
2325,9085961
2325,5135861
2326,8786641
2326,8089829
2326,3291681
2327,7009957
2327,2264975
2327,9082341
2328,4578243
2328,2103214
2329,3126108
2329,5293161
2330,6517193
2330,5996848
2331,9744709
2331,5601185
2332,4952440
2332,5147935
2332,6012207
2333,4711685
2333,9327745
2333,5233862
2333,3842906
2334,5448474
2334,8867264
2335,9578889
2335,1353225
2336,8297416
2336,5136631
2336,3217558
2337,1650519
2337,1402884
2337,6142776
2337,9073974
2338,9602365
2338,5911529
2338,4382283
2339,3514976
2339,6918520
2339,3830360
2339,6041469
2340,7726501
2340,8611279
2340,7589374
2341,6886247
2341,5102923
2341,1090771
2341,9423158
2342,7896109
2342,6546811
2343,1721189
2343,4260406
2344,5427416
2344,9020146
2344,3999336
2345,3863878
2345,3787316
2345,3550892
2346,6328435
2346,8937722
2346,5156461
2347,7920304
2347,7313635
2348,9543498
2348,2427614
2348,3082015
2349,1928757
2349,9947360
2349,5654263
2350,2681699
2350,3088399
2350,4432099
2351,4374295
2351,9340021
2352,4793150
2352,3314157
2352,8473996
2353,6185699
2353,2132888
2354,2967752
2354,3512884
2354,7233670
2355,3411785
2355,6348084
2355,7256503
2356,6975759
2356,7601380
2356,6454618
2357,5199608
2357,6932496
2357,6681487
2358,3538523
2358,2772221
2358,9861149
2359,3666254
2359,4300569
2360,4458120
2360,9198037
2361,3729423
2361,4342713
2361,9553016
2362,7578237
2362,9575825
2362,9492280
2363,8128884
2363,4811038
2364,6163124
2364,7738233
2365,6968938
2365,3184740
2366,4458386
2366,1540532
2367,9248575
2367,7932988
2368,8873329
2368,4751003
2369,7060790
2369,3913891
2370,7214170
2370,9546132
2371,5563041
2371,7802231
2371,3835681
2372,4829153
2372,7890618
2372,4158945
2372,6006601
2373,2448709
2373,5449315
2373,6437183
2374,5979076
2374,9731067
2374,9200685
2374,5477282
2375,2373692
2375,8552114
2376,3062196
2376,9222531
2376,3363608
2377,2274660
2377,4400699
2377,8481281
2378,4796846
2378,4473912
2378,9947219
2379,1690359
2379,5269282
2380,2398369
2380,2632231
2381,7983625
2381,4535070
2381,2247707
2381,1016240
2382,9710091
2382,4875545
2383,5063414
2383,1070174
2384,2140295
2384,7001315
2385,9153703
2385,1897226
2386,9330577
2386,9857715
2386,3216103
2386,3020002
2387,3780548
2387,7405680
2388,9349269
2388,9131843
2388,9145983
2389,8087146
2389,4748518
2390,2575085
2390,9486886
2390,7188918
2391,2667244
2391,4733788
2391,9094153
2392,4507208
2392,5533190
2393,9949581
2393,5624967
2394,1556946
2394,6977801
2395,5755020
2395,4606624
2396,4737104
2396,1104167
2397,9911165
2397,8806418
2398,6072250
2398,7456692
2399,5222294
2399,7688299
2399,4969073
2399,2927667
2400,2526831
2400,6915391
2400,8830579
2401,5007506
2401,8121170
2402,7528366
2402,1166181
2402,9987587
2403,1572024
2403,7073352
2404,5167830
2404,6805312
2404,7299583
2405,2152691
2405,9663253
2405,3696120
2406,8117246
2406,6049842
2407,9782088
2407,8882691
2408,6685050
2408,2471507
2409,5803367
2409,9735714
2409,4722272
2410,4052930
2410,1907010
2411,3083285
2411,6420618
2411,5744056
2411,1312532
2411,4519969
2412,7578480
2412,4832441
2413,5414477
2413,2660193
2414,8490233
2414,7475059
2414,3977052
2414,8393993
2414,3953725
2415,8408492
2415,4402153
2415,5768520
2416,2916434
2416,1280234
2417,7294760
2417,9315783
2417,6179713
2418,3758432
2418,5415145
2419,4720087
2419,2656553
2420,2163794
2420,3740893
2420,8530593
2420,8482314
2421,5635421
2421,6460303
2421,8558542
2421,4911194
2421,8816892
2422,9466612
2422,4925308
2422,2381942
2422,6055279
2423,8814077
2423,5909940
2423,6518499
2424,5918592
2424,6423528
2425,3963840
2425,5724064
2425,2318212
2426,5478940
2426,6602460
2426,1899163
2427,5040308
2427,3115768
2428,3564193
2428,8155125
2429,2755453
2429,2894087
2429,9052682
2430,9300701
2430,3655484
2430,4515387
2430,5109279
2431,7149557
2431,8074276
2431,1029762
2432,2167409
2432,8774050
2432,5689715
2432,6743205
2433,4892180
2433,4156283
2434,5898744
2434,4923278
2435,8559552
2435,9532541
2435,4419189
2435,6156191
2435,6483160
2436,5945170
2436,4743451
2436,7686132
2437,2183239
2437,7380577
2438,7616145
2438,2894149
2439,8310866
2439,4685819
2439,7484426
2440,7892499
2440,9200353
2441,1117125
2441,7012844
2441,7960377
2442,6127832
2442,3391542
2442,2534143
2443,2209578
2443,2093420
2444,1689867
2444,1389149
2445,8768027
2445,4963868
2446,5421556
2446,4009662
2446,6255420
2447,3283793
2447,1884735
2448,7947116
2448,2673852
2449,4541419
2449,6981113
2449,6816105
2450,9744488
2450,7746421
2450,9263040
2450,2476439
2451,4743636
2451,9591308
2451,4655937
2452,2683920
2452,1447711
2453,9133702
2453,4523134
2454,8859238
2454,6961802
2454,2368812
2454,9482081
2455,4946963
2455,5043547
2455,5190286
2455,8609527
2456,9588544
2456,8156072
2456,7346509
2457,5089274
2457,2423372
2458,2978884
2458,3512479
2459,6140537
2459,4426940
2460,8148139
2460,9318998
2461,9828668
2461,4991034
2462,1378633
2462,6687123
2463,1570484
2463,4902379
2463,7792849
2463,9487271
2464,9628746
2464,8653410
2465,5614528
2465,7484869
2465,8351148
2466,2305505
2466,4493454
2467,8090049
2467,1320797
2468,5148276
2468,6116118
2468,9113123
2469,7878328
2469,4774964
2470,9647101
2470,8950964
2470,7000859
2471,5819949
2471,7098163
2472,3810306
2472,8523115
2472,3692416
2472,7020469
2473,9798485
2473,8040168
2473,4561158
2474,1724580
2474,4716086
2475,7475092
2475,8357146
2475,5790705
2476,2075212
2476,3645050
2477,1949629
2477,2607431
2477,5761322
2478,2085858
2478,9004209
2478,1261745
2478,1021236
2479,8051698
2479,6824743
2479,9688397
2479,4129915
2480,6249466
2480,4415525
2480,5290376
2480,3630461
2481,4479449
2481,8164247
2481,9876516
2482,8479619
2482,3304713
2483,1719598
2483,1081290
2483,3398491
2483,1419038
2483,2373855
2484,7077239
2484,6626296
2484,3040475
2485,2237437
2485,6934231
2485,6167593
2485,3322590
2486,8592014
2486,1866089
2486,5548245
2487,8156933
2487,4735079
2487,3619896
2488,8452948
2488,6268279
2488,1077916
2489,5911927
2489,2605140
2490,7567393
2490,3759899
2490,9975940
2491,1344682
2491,5096521
2491,4618949
2492,5305442
2492,6131975
2493,9543467
2493,2119969
2494,3695559
2494,7217087
2494,3385997
2495,2979397
2495,6288214
2495,7657891
2495,1553008
2496,2807762
2496,1921458
2497,5922620
2497,4396950
2497,3774246
2498,4886676
2498,3030092
2498,6665399
2499,4614396
2499,2698461
2499,3994181
2499,5520880
2499,8906484
2500,1661725
2500,7548407
2500,7182555
2501,8681570
2501,9531941
2501,7735784
2502,6654180
2502,9916019
2502,6456005
2502,3396122
2502,4052954
2503,6405808
2503,9840474
2503,4886337
2503,9884423
2504,3091752
2504,3107231
2504,1103104
2504,8279678
2505,2197104
2505,9381607
2505,3283371
2506,1779812
2506,8329014
2507,5756403
2507,7951065
2507,9443058
2507,3506738
2508,6148050
2508,5785520
2508,7091043
2509,2578162
2509,8884065
2509,6861798
2510,8561482
2510,6777745
2511,5509336
2511,4816365
2511,9262762
2511,2367425
2512,5131881
2512,3373239
2512,9636091
2512,8529032
2513,4868352
2513,9455126
2513,9777229
2514,7468217
2514,6501205
2515,5264450
2515,6848341
2516,1232854
2516,3554422
2516,4083632
2516,5001348
2517,2208387
2517,9625176
2517,6849107
2517,9972488
2518,6167871
2518,7041558
2518,9804896
2519,2752688
2519,2544054
2519,6538828
2520,8933334
2520,4144835
2521,7814393
2521,1966520
2521,8941908
2522,9445699
2522,8735929
2522,9983458
2523,3527209
2523,2087239
2524,1080299
2524,6159764
2525,9596126
2525,8705214
2525,6842227
2525,9575619
2525,5347520
2526,2300348
2526,1350801
2526,5348784
2527,6198107
2527,2315054
2528,4173942
2528,8088723
2529,2481467
2529,6125808
2530,8222477
2530,9422988
2531,9494071
2531,2419081
2532,2160669
2532,1179795
2533,8149988
2533,9866750
2534,4171995
2534,6473776
2534,7906594
2535,8033734
2535,7116328
2535,5591108
2536,7377120
2536,7274233
2537,2361325
2537,9543461
2537,9618538
2538,8744071
2538,8542196
2539,6232527
2539,5108836
2539,3572902
2540,1712505
2540,4878790
2540,6295322
2541,5340990
2541,2576688
2542,4559067
2542,4460101
2543,8866675
2543,4690899
2544,4721146
2544,5911630
2544,4540117
2544,6462008
2545,1907108
2545,2856396
2545,2027263
2546,2661181
2546,9932305
2546,3171779
2546,3292644
2546,4042668
2547,6471043
2547,9017826
2547,1632936
2548,1310594
2548,5255157
2549,3572840
2549,5514056
2549,5282482
2550,5132783
2550,4471456
2551,2767528
2551,2203867
2551,8847494
2551,4995853
2551,1558664
2552,1888561
2552,4186231
2553,5515499
2553,7419362
2554,4658862
2554,9977090
2554,7806432
2555,9340519
2555,8319699
2556,2366917
2556,9062473
2556,6951218
2557,8095746
2557,1739276
2558,2873422
2558,5693646
2558,6280533
2559,4910331
2559,7248947
2560,3321252
2560,3082200
2560,2664470
2561,9304364
2561,3721689
2562,5117558
2562,1473263
2562,5930159
2563,7994347
2563,2035512
2563,7734320
2564,5022819
2564,7572555
2564,5243841
2565,9420189
2565,5907498
2566,4752514
2566,9174253
2567,9357851
2567,9403209
2567,6039138
2568,5392532
2568,7628727
2568,4970329
2569,4479957
2569,2799204
2570,9907233
2570,3077553
2570,3370488
2570,4789678
2571,1063087
2571,2191125
2571,5888987
2572,4659607
2572,6842405
2573,9853328
2573,6350905
2574,6613037
2574,3180378
2575,1574129
2575,1093057
2575,6103233
2576,7583712
2576,1432076
2577,9297202
2577,3581881
2577,5667135
2578,1710635
2578,1025772
2578,5415217
2579,7302094
2579,6275758
2580,2142079
2580,9868579
2581,2433103
2581,1696526
2581,6130568
2582,8418085
2582,1406131
2582,9864328
2583,8443272
2583,5963944
2583,6950552
2584,5204319
2584,4951502
2585,8881442
2585,6373976
2586,7983809
2586,9917681
2586,7448079
2586,2348555
2586,6071196
2587,3917861
2587,5645280
2587,6275537
2588,7087918
2588,4217824
2588,4693194
2588,8815165
2589,9807333
2589,4074347
2590,1848123
2590,4511275
2591,4957237
2591,5871061
2592,7047623
2592,2557723
2593,3336515
2593,7158759
2593,3488196
2594,5809722
2594,2993698
2594,8587807
2595,1580226
2595,1413857
2596,8841729
2596,7256999
2596,4647066
2597,9597474
2597,8804763
2597,7003061
2597,5670420
2598,2800697
2598,7364156
2599,5798062
2599,7452093
2599,7006528
2599,3181704
2600,9432366
2600,4021309
2601,4933438
2601,4983178
2601,8372705
2602,8483340
2602,3456358
2602,1023423
2602,9526093
2602,3316254
2603,1779301
2603,1481052
2603,2127499
2604,6978242
2604,2199439
2604,6757218
2604,4948950
2605,6449140
2605,5751166
2605,3772620
2606,6974223
2606,5528777
2606,9010097
2607,2713984
2607,2789679
2607,7269524
2608,3668956
2608,6546907
2608,8495329
2608,2745536
2609,6962845
2609,6712502
2609,3395582
2610,7276604
2610,8755745
2611,3347611
2611,3795130
2611,4811320
2612,1994573
2612,8211506
2613,7061884
2613,1417301
2613,9144733
2613,6984864
2614,9991506
2614,1446645
2614,5675300
2615,7098423
2615,9628396
2616,5636007
2616,8006295
2617,1870926
2617,1581363
2617,1878690
2618,4051039
2618,8193027
2618,5562896
2619,3674450
2619,6078132
2620,6329847
2620,1008813
2621,9255785
2621,3893114
2622,1506163
2622,2107772
2623,6146629
2623,2148249
2623,9668743
2624,2420331
2624,1354055
2624,8717324
2624,3047976
2625,4204410
2625,6353592
2626,9061193
2626,2587513
2627,8853459
2627,7210047
2627,4443176
2627,6585739
2628,4116456
2628,6256418
2628,8201887
2628,8160986
2629,4728598
2629,3205130
2629,4617154
2629,7436266
2630,5046918
2630,1524929
2631,1902035
2631,3349598
2632,6210086
2632,6879009
2633,8768515
2633,4461276
2633,6969934
2634,6329575
2634,7346313
2634,5075006
2635,8292125
2635,6887141
2635,7543893
2635,9074348
2635,3386293
2636,3860983
2636,9866307
2636,5847948
2637,6154014
2637,4428744
2638,7951695
2638,7903200
2638,8751589
2639,5689448
2639,3167980
2640,9283612
2640,8587804
2640,7672274
2641,3823569
2641,4280659
2642,8509974
2642,5446030
2642,8471614
2643,9349766
2643,3177764
2644,5734215
2644,8053483
2645,1957468
2645,1464969
2646,3179700
2646,6526262
2647,7198962
2647,1868687
2648,3316470
2648,7335689
2648,2706835
2648,6334528
2648,4126347
2649,4816250
2649,4720995
2650,3732514
2650,6737580
2650,2498843
2650,6126666
2651,3652153
2651,4064997
2651,1535845
2651,1287962
2652,1482287
2652,4224539
2653,5336671
2653,5087634
2654,5261862
2654,3251011
2654,4420769
2655,9547404
2655,7082459
2656,6077586
2656,5027208
2656,2123665
2656,4967417
2657,9194482
2657,4321111
2657,9247957
2658,3274495
2658,4847954
2659,7695279
2659,8551021
2659,4969453
2659,2509695
2660,3941794
2660,3478725
2661,9445082
2661,4688306
2661,3412372
2662,1312796
2662,4159784
2662,5462061
2662,7511004
2663,7283326
2663,5291257
2663,8516645
2664,9362453
2664,6525841
2665,2860365
2665,3181399
2665,5133362
2666,6682926
2666,6667864
2667,5268211
2667,8863220
2668,9603403
2668,5481321
2669,4699532
2669,5378604
2670,6790759
2670,7641466
2671,6497288
2671,1581128
2672,7164426
2672,1191474
2673,6018736
2673,1648655
2673,2307396
2674,5939156
2674,3253628
2675,2838589
2675,6774073
2676,4286174
2676,2356071
2676,3983089
2676,6763653
2677,2566307
2677,8073271
2677,4457141
2677,8486886
2678,7857823
2678,4874904
2679,6037519
2679,8779342
2679,1703128
2680,6437004
2680,2776476
2681,1824621
2681,5188322
2682,8201811
2682,5590617
2682,8791519
2683,9152480
2683,5751611
2684,3987930
2684,8886256
2684,7917547
2684,9690585
2685,5205797
2685,4842299
2685,6828521
2686,4215554
2686,6207702
2686,8053023
2686,8856033
2686,2146778
2687,3738105
2687,7062946
2688,7811022
2688,4321921
2688,3924153
2689,2972833
2689,7103575
2690,2035552
2690,1302489
2691,1164467
2691,2245953
2691,5204114
2692,3172678
2692,7599122
2693,3264561
2693,9615753
2693,4293553
2694,5534750
2694,2249391
2695,4793891
2695,9107101
2696,2995054
2696,2640779
2696,3496072
2697,5706807
2697,8116421
2698,5706586
2698,3532894
2698,6229564
2698,7268960
2699,3098899
2699,7698007
2699,9507242
2700,1621205
2700,9419947
2701,4715451
2701,9685271
2701,5489583
2701,2754086
2702,1050031
2702,6495704
2703,6414436
2703,5893071
2703,9034443
2703,7676795
2703,5823125
2704,7867048
2704,6674189
2704,5162118
2705,4657856
2705,3350164
2706,9519878
2706,8303968
2706,6244600
2707,8275529
2707,4947245
2707,1585017
2708,4753054
2708,9904240
2709,4879470
2709,9595598
2709,8680741
2710,2721317
2710,6135431
2710,5618400
2711,9650142
2711,4052575
2711,6653648
2711,9413131
2712,4551268
2712,3926572
2713,9967391
2713,3539987
2714,3486349
2714,3783305
2714,2940030
2715,8485455
2715,3255939
2716,3676395
2716,5720789
2716,6371499
2717,1857007
2717,4509275
2717,3371465
2718,2267966
2718,3339227
2718,8935082
2719,6789796
2719,5516511
2720,9802940
2720,1897395
2720,9789978
2721,4378850
2721,6850067
2722,8575773
2722,6623663
2723,8648766
2723,5425399
2723,2992662
2724,7070538
2724,2988625
2724,3607037
2725,7466450
2725,3159304
2725,2273081
2726,8658524
2726,1270884
2726,9279138
2727,1314612
2727,5374943
2727,5903337
2728,8954921
2728,6821657
2728,8950872
2728,2461562
2729,5331108
2729,9297965
2730,3058982
2730,1995827
2731,8424912
2731,8229710
2731,4081914
2732,1438947
2732,1639317
2733,1492573
2733,9603805
2734,6088920
2734,4074984
2735,5704255
2735,1366721
2735,3960646
2735,9898438
2736,2406560
2736,2735250
2737,8296084
2737,1473454
2738,2026022
2738,2026313
2739,6548899
2739,7305042
2739,9304071
2739,8419732
2739,2519606
2740,6118726
2740,4664787
2740,1825137
2741,4752505
2741,6765698
2742,6271813
2742,5712812
2742,7449727
2743,1968035
2743,2531664
2744,3021088
2744,3214764
2744,4163507
2745,3188499
2745,1141895
2746,6797737
2746,3797245
2746,9620676
2746,5707709
2746,1868905
2747,2165707
2747,6951780
2747,9386795
2748,5127287
2748,6640973
2749,6837238
2749,8827579
2750,4538890
2750,5346366
2750,5760285
2751,7885157
2751,7250016
2751,4430370
2752,9838674
2752,6746008
2752,4325164
2753,9147420
2753,6718009
2753,6494845
2753,4913150
2754,8764151
2754,7519928
2754,8819316
2755,5207556
2755,4964206
2755,1808582
2756,2170204
2756,7710773
2756,3266886
2756,7623382
2757,8485020
2757,1287196
2758,5125092
2758,9367043
2758,7568683
2759,1792304
2759,1435553
2760,9240753
2760,6606820
2761,6439259
2761,7433628
2761,5008517
2762,2868318
2762,3481559
2762,3824844
2763,2761174
2763,5602455
2764,1405530
2764,4358460
2764,4179085
2764,4791022
2764,8946151
2765,5941730
2765,1360320
2765,2775611
2766,9311265
2766,9460300
2767,4487582
2767,3891009
2768,4998281
2768,8127385
2768,4462453
2769,3046340
2769,7586674
2769,6967923
2770,8226732
2770,7838849
2770,3360751
2771,1826002
2771,3336680
2772,4549678
2772,5061855
2773,7351322
2773,5662348
2774,5432675
2774,9315797
2774,2620312
2775,5917764
2775,9537143
2776,3902044
2776,8654113
2777,6245698
2777,1093065
2777,1000835
2778,1353435
2778,8203938
2779,9798766
2779,1448471
2779,1324698
2780,3079282
2780,2260774
2780,4634555
2781,9927247
2781,4736535
2782,8343322
2782,9188466
2783,8465013
2783,9271055
2784,1808663
2784,9266383
2784,4794108
2784,7880255
2785,3610521
2785,2265948
2785,1021486
2786,5138589
2786,1302540
2787,5780498
2787,4557021
2787,8631867
2788,5019878
2788,2663042
2788,4807625
2788,7995354
2789,9265740
2789,4101327
2790,1663540
2790,6939565
2790,8991919
2791,1747538
2791,2857882
2792,5955655
2792,8942570
2793,9864923
2793,3464312
2794,6594610
2794,3718587
2795,2876245
2795,5908401
2796,8084755
2796,1258471
2796,6320604
2797,6669358
2797,5902348
2797,5680638
2798,9289601
2798,5861574
2799,8054922
2799,7339622
2800,9140552
2800,4100197
2800,8543073
2800,8263168
2801,7710412
2801,1950523
2801,1550252
2802,6027893
2802,3853989
2802,4665122
2803,3859590
2803,1346571
2803,1639016
2804,8631041
2804,5937923
2804,2016271
2805,1020906
