parent_personal_number,child_personal_number
6850067,1510916
7289587,7889380
7289587,8847876
7289587,8559552
7289587,3783305
7289587,1019136
9631105,5856708
9631105,3613558
1217609,5929563
1217609,4907030
6271813,7449727
5425399,2992662
7134805,4622856
2988625,3607037
2988625,4971956
2988625,1799298
3021088,4163507
3159304,2273081
3188499,6265750
6811621,7588351
6811621,8006295
6811621,9501417
6811621,9696946
1270884,9279138
6797737,9620676
6797737,5707709
6797737,1868905
1475481,6376154
4386684,1549910
4386684,9069657
4386684,3248652
3076189,6526262
2374269,2525442
2374269,3681650
2374269,2991029
2374269,2870786
2374269,2986217
4364126,7726501
5374943,5903337
5374943,5034217
2165707,9386795
6821657,8950872
6821657,2461562
9297965,1645665
9297965,5020949
5127287,3931056
4154537,2729006
4154537,8528615
5823657,8182721
6837238,4395084
3499294,2553706
3499294,5194994
4538890,5760285
7885157,4430370
9926200,7405931
9926200,2719374
9926200,3965087
9926200,3044928
8882507,9641855
7008674,8149076
7008674,8364273
7008674,2653033
1036674,3927569
8229710,4081914
2918625,6462363
2918625,4246222
2918625,8806418
2918625,3662427
2918625,9719454
7326373,6151404
7326373,5905418
5922151,3447741
9603805,4754832
7941920,5027208
2307949,9092625
9468452,9741952
9468452,1855942
9838674,4325164
4074984,2764647
2957312,2239738
2957312,6985256
1366721,3960646
1366721,9898438
1366721,7483472
9147420,6494845
9147420,4913150
9147420,8619260
2735250,6409920
2735250,4429024
1473454,9818207
8764151,8819316
8764151,8516301
8764151,2971003
2026313,7113707
1822420,1251015
9472267,3262058
9472267,4939871
9472267,4075007
9472267,6980964
5207556,1808582
7305042,9304071
7305042,8419732
7305042,2519606
7305042,5290978
7305042,4257835
7305042,1317883
5214532,2673852
5214532,4428744
5214532,4368489
5214532,5114640
4664787,1825137
2170204,3266886
2170204,7623382
6833469,9323607
6833469,4628142
6833469,2305950
6833469,4243438
6833469,4314201
8657499,1775171
8115885,8249702
6823869,2610220
6823869,6789796
6823869,5073461
6823869,7536579
5712812,7449727
8650960,2881068
8650960,1472692
8650960,6569738
4537901,1801201
4537901,2597127
4537901,4095707
4537901,2800247
1148886,3991556
1148886,8816364
5143968,7892499
9642034,8126892
9642034,7840734
8757297,9895239
8757297,7061884
8757297,8144638
3362326,8774050
3362326,9771114
1708010,1884735
1708010,4371917
5125092,7568683
5125092,5210573
6439259,5008517
2868318,3824844
2868318,1316056
1321963,5331073
1321963,5528777
1321963,2796695
3214764,4163507
5352198,1185527
7576635,5875304
1141895,6265750
2761174,9958738
3797245,9620676
3797245,5707709
3797245,1868905
1405530,4179085
1405530,4791022
1405530,8946151
3662069,6913002
3662069,6330308
3662069,7778769
3662069,6287479
5941730,2775611
5941730,3753202
6951780,9386795
8381401,1198221
8381401,8490233
8381401,2838589
8381401,4542194
9571968,6329847
9571968,1360320
9571968,7240436
9571968,2718720
7734794,5657051
7734794,6396537
6640973,3931056
5254586,5856708
5254586,3613558
9311265,7333347
2638716,8768396
2638716,1736826
2638716,8314238
2638716,3409265
9989096,5929563
9989096,4907030
9356353,4622856
5778471,7588351
5778471,8006295
5778471,9501417
5778471,9696946
8185589,1711532
8760895,2525442
8760895,3681650
8760895,2991029
8760895,2870786
8760895,2986217
8827579,4395084
5346366,5760285
5031080,8664285
5031080,6163124
7250016,4430370
4103602,2458950
4998281,4462453
4998281,3340173
6746008,4325164
4036664,8182721
3046340,6967923
3046340,5192110
3046340,7271949
8350337,9641855
6718009,6494845
6718009,4913150
6718009,8619260
2156894,7917549
8226732,3360751
1794223,6462363
1794223,4246222
1794223,8806418
1794223,3662427
1794223,9719454
5818722,3447741
8385711,7358408
8385711,5516511
8385711,6406533
9397524,5027208
7519928,8819316
7519928,8516301
7519928,2971003
5432675,2620312
1760358,4479957
1760358,3838941
1760358,5280252
3902044,5802951
8583315,9092625
1731338,1478008
1731338,2973464
6521287,5008140
6521287,5095161
6521287,7472361
6245698,1000835
4964206,1808582
7710773,3266886
7710773,7623382
8915678,9018035
1621799,9741952
1621799,1855942
9367043,7568683
9367043,5210573
1389774,2673852
1389774,4428744
1389774,4368489
1389774,5114640
2983080,9323607
2983080,4628142
2983080,2305950
2983080,4243438
2983080,4314201
3682692,2610220
3682692,6789796
3682692,5073461
3682692,7536579
9798766,1324698
3079282,4634555
7433628,5008517
8773356,3991556
8773356,8816364
3481559,3824844
3481559,1316056
7959716,8126892
7959716,7840734
5602455,9958738
4451844,1779301
4451844,6128093
4112898,9895239
4112898,7061884
4112898,8144638
1808663,4794108
1808663,7880255
3065119,6848341
3065119,7305042
3065119,3056901
3610521,1021486
1659947,8774050
1659947,9771114
7155023,8095746
7155023,2721317
7155023,8928736
3234865,2052515
4358460,4179085
4358460,4791022
4358460,8946151
1360320,2775611
1360320,3753202
9460300,7333347
6409983,1884735
6409983,4371917
5547608,2495831
8127385,4462453
8127385,3340173
7586674,6967923
7586674,5192110
7586674,7271949
3749225,7944501
5780498,8631867
4178236,7936363
4178236,1480369
7913440,4305802
7913440,6477654
4786366,9531691
7838849,3360751
5826018,9690068
5019878,4807625
5019878,7995354
9515831,6395570
9515831,5318599
1492970,9046150
7322818,1211673
7322818,1480957
7322818,3098899
7322818,9596506
7322818,8805370
3802412,6913002
3802412,6330308
3802412,7778769
3802412,6287479
9315797,2620312
5944917,1198221
5944917,8490233
5944917,2838589
5944917,4542194
8284577,8768396
8284577,1736826
8284577,8314238
8284577,3409265
9524822,1711532
1663540,8991919
1663540,9844198
9202965,8863220
2419011,8664285
2419011,6163124
7975411,2458950
9864923,8779153
8654113,5802951
6257923,7917549
6594610,9690807
6594610,3225868
7461342,9425213
7461342,4094556
7461342,6726722
7461342,2522245
7461342,9756392
3696458,1547303
8538473,7358408
8538473,5516511
8538473,6406533
2876245,7216789
2876245,3708159
8738759,3880616
8738759,6210086
8738759,8158403
8738759,3626273
1093065,1000835
6079147,3795130
6079147,7014130
6079147,2381803
6079147,1078826
8084755,6320604
3568184,4479957
3568184,3838941
3568184,5280252
3411830,6131975
3411830,4471265
3411830,1917901
3411830,1801060
1448471,1324698
9581585,6495704
9581585,4998281
9581585,9707151
9581585,2452500
2813848,1478008
2813848,2973464
4250938,5132783
2260774,4634555
6669358,5680638
8074635,5307829
8074635,4217824
8074635,5751611
8074635,8261887
8074635,1404599
9266383,4794108
9266383,7880255
8125314,7860522
8125314,9744709
8125314,6329575
8125314,9765005
8764741,5008140
8764741,5095161
8764741,7472361
9140552,8543073
9140552,8263168
6536683,9018035
2265948,1021486
7710412,1550252
7710412,4034359
6027893,4665122
3859590,1639016
3859590,8493552
8631041,2016271
8631041,1585169
1020906,3940055
2703316,1073419
4557021,8631867
2304201,1727696
2304201,5749130
5291170,9504191
5291170,4589665
4380134,4384873
4380134,9445736
4380134,1663923
8901304,3715276
9862413,5285664
9202888,7436884
9202888,2481467
9202888,6613037
9202888,8643036
9202888,3593247
2663042,4807625
2663042,7995354
7027332,2703316
7027332,7190049
7027332,2958513
4261072,8874497
4261072,9628746
4261072,8881442
6939565,8991919
6939565,9844198
6761179,1779301
6761179,6128093
2307044,2563656
1848188,8098962
1848188,7780954
7972146,1442026
7972146,3957217
7972146,8021867
1584828,5599907
1584828,2925603
1584828,1416839
1584828,3346751
9321198,6848341
9321198,7305042
9321198,3056901
7969812,8610942
1729482,9731067
1729482,7256999
1729482,4321921
1729482,8022067
3464312,8779153
3718587,9690807
3718587,3225868
2745433,7852035
1116078,7336439
2707195,9623697
5908401,7216789
5908401,3708159
1258471,6320604
2754806,9350415
2754806,9955371
4816419,8095746
4816419,2721317
4816419,8928736
5902348,5680638
9889943,6029196
9889943,9747714
4985908,2052515
6849297,1824621
6849297,6071465
4100197,8543073
4100197,8263168
1950523,1550252
1950523,4034359
8608187,4694808
3853989,4665122
6324455,7484869
1346571,1639016
1346571,8493552
5937923,2016271
5937923,1585169
1731061,3651613
1731061,2140295
1731061,9024041
1731061,7372261
1731061,8990930
1429435,9604237
3534471,3940055
6652264,9240581
6652264,6928329
6652264,2490273
6652264,7183789
7578044,1523822
7578044,8983344
7578044,2367012
6575829,2495831
2458950,1073419
2658854,9084287
2658854,8405272
9092395,1727696
9092395,5749130
3192642,7944501
5295533,7936363
5295533,1480369
9499198,4305802
9499198,6477654
4848840,3715276
6526637,5285664
4086591,9531691
3169628,9139670
3169628,5177218
7831257,9690068
3518411,6395570
3518411,5318599
8272481,1540598
7424468,1961816
6069996,9046150
7888001,5793165
7888001,4491041
3236622,1623819
3236622,3001805
3236622,3274871
3236622,2865601
3236622,3416277
7536456,1211673
7536456,1480957
7536456,3098899
7536456,9596506
7536456,8805370
5271005,2563656
6989474,9764355
6989474,9866391
7109598,5520958
6741319,6842405
9218441,8863220
3302389,4768725
3302389,8173209
6201887,9425213
6201887,4094556
6201887,6726722
6201887,2522245
6201887,9756392
7004210,4956394
7004210,5934219
7004210,5427416
1219847,8098962
1219847,7780954
1890180,2446655
1890180,5039272
7328315,5599907
7328315,2925603
7328315,1416839
7328315,3346751
3341101,4496261
3341101,2138081
3341101,3184717
3341101,2911162
5894371,5094074
5894371,4743451
5894371,7492053
5894371,7969830
9837570,7544244
9837570,8915784
3972798,1547303
3241460,4709429
3241460,7110579
9690068,7852035
9480358,7336439
9011718,3880616
9011718,6210086
9011718,8158403
9011718,3626273
4699912,9206932
9169754,5998094
9169754,4988484
9169754,1454087
4650389,2448709
4650389,9907233
4650389,7207007
2940220,9979531
2940220,8354017
2940220,1886003
2940220,4247201
3282141,3795130
3282141,7014130
3282141,2381803
3282141,1078826
5283473,9623697
3972549,6131975
3972549,4471265
3972549,1917901
3972549,1801060
9076206,9350415
9076206,9955371
1462965,8740882
5706912,1082957
5706912,4751003
5706912,2957356
5706912,6380878
9596506,9604237
2086413,9240581
2086413,6928329
2086413,2490273
2086413,7183789
1711532,2898649
1711532,3311724
5995154,5778798
5995154,5152402
5995154,3062240
9223267,6276763
9223267,7013634
9223267,9543498
9223267,2531664
9223267,9698826
9434459,6495704
9434459,4998281
9434459,9707151
9434459,2452500
3991556,8099575
3991556,9857443
4677413,1433937
4677413,6673834
4677413,7466779
4677413,5284981
7098242,4952440
7098242,9340021
7098242,8990564
4017923,5132783
3602376,2773122
3602376,3841580
3602376,2078484
1221220,5307829
1221220,4217824
1221220,5751611
1221220,8261887
1221220,1404599
8779235,1540598
5651733,6057110
5651733,9547676
5651733,2731687
5651733,1825314
2446821,7860522
2446821,9744709
2446821,6329575
2446821,9765005
2704999,6167163
4278243,4426319
6605230,5040308
6605230,1503279
2267245,1961816
9912232,3408674
5257833,6734860
5257833,6876683
6963833,9504191
6963833,4589665
1577620,2075212
5786187,4384873
5786187,9445736
5786187,1663923
9764355,5793165
9764355,4491041
2239738,1623819
2239738,3001805
2239738,3274871
2239738,2865601
2239738,3416277
9900130,7436884
9900130,2481467
9900130,6613037
9900130,8643036
9900130,3593247
6937595,2703316
6937595,7190049
6937595,2958513
3387123,5520958
6989825,8874497
6989825,9628746
6989825,8881442
2216601,1488414
9131360,3084800
9620354,4709429
9620354,7110579
8281646,3464312
8281646,9257435
8281646,2753537
4628142,9145156
4628142,1859477
6540149,1442026
6540149,3957217
6540149,8021867
8789432,7312844
8789432,6031027
8789432,7494468
9170436,9979531
9170436,8354017
9170436,1886003
9170436,4247201
5834993,5293161
5834993,6326760
3618331,2898649
3618331,3311724
2121398,8610942
9046121,1151691
9046121,3746549
9046121,7468217
9046121,1896146
9046121,3032068
9046121,6842400
5678376,8099575
5678376,9857443
7427656,9731067
7427656,7256999
7427656,4321921
7427656,8022067
9382470,6029196
9382470,9747714
8144638,5808159
8144638,2001754
6326307,8451666
4305802,1433937
4305802,6673834
4305802,7466779
4305802,5284981
5346458,2773122
5346458,3841580
5346458,2078484
9998378,1824621
9998378,6071465
6109587,5751166
6109587,1957468
6109587,2663042
6109587,6465851
4577615,7371834
4577615,5624967
4577615,5869489
9228123,6057110
9228123,9547676
9228123,2731687
9228123,1825314
4626324,9686046
1953886,4426319
6652983,3408674
3385927,4694808
7425353,1104167
7425353,4875657
6588406,6734860
6588406,6876683
8652295,1037508
8652295,6423528
8652295,5911927
8652295,8240750
5606992,1488414
4479171,1334615
9165336,3084800
8598069,9145156
8598069,1859477
2209836,1852656
7173143,7484869
2495831,7312844
2495831,6031027
2495831,7494468
6353535,5808159
6353535,2001754
2719374,6039079
2992696,2578563
7870954,9686046
3851394,3651613
3851394,2140295
3851394,9024041
3851394,7372261
3851394,8990930
8496472,1523822
8496472,8983344
8496472,2367012
9591054,8216730
7943561,7248474
6729436,9084287
6729436,8405272
6856386,7609735
7020945,9139670
7020945,5177218
8479919,1334615
6689804,1627196
4213472,5449315
4213472,9503034
4213472,6752474
4213472,1444296
8159539,7060818
8159539,5120421
8159539,2856482
2803558,1852656
7876521,6039079
7935229,2578563
3167249,3881011
3167249,7900307
3381504,8216730
3572963,8391330
2473721,9201656
8044185,7248474
3768281,5195106
8529621,1627196
4468393,3309115
4468393,9930466
8028375,3881011
8028375,7900307
8836361,6266707
8836361,4518011
8445608,9764355
8445608,9866391
8359772,8391330
3042083,6842405
3042744,4924998
3042744,8198363
3042744,2234236
5554575,4768725
5554575,8173209
8087024,3309115
8087024,9930466
4576239,6894271
4576239,7583272
8315571,8129726
8315571,5094624
4418976,3504880
4418976,5288411
4788703,4956394
4788703,5934219
4788703,5427416
9041311,7546731
1866867,4924998
1866867,8198363
1866867,2234236
1773679,2446655
1773679,5039272
3076130,6894271
3076130,7583272
3538924,4496261
3538924,2138081
3538924,3184717
3538924,2911162
1498076,5094074
1498076,4743451
1498076,7492053
1498076,7969830
9614958,3504880
9614958,5288411
7073610,1126626
7073610,8503941
7073610,3956313
7073610,9764913
4711752,4030212
4711752,7271160
4711752,7635986
4711752,7319849
9790851,3877421
5408369,9252904
5920792,7544244
5920792,8915784
5170520,9206932
1426262,4030212
1426262,7271160
1426262,7635986
1426262,7319849
3838941,6359356
9915566,2137073
9915566,9496062
9915566,7635184
2853672,1078247
2853672,7350073
7351243,6303011
7351243,7012043
7351243,3131129
3452003,3877421
6421957,7636623
6421957,6968938
6421957,4793891
7402666,9252904
6405511,6359356
1025480,2137073
1025480,9496062
1025480,7635184
8822207,5998094
8822207,4988484
8822207,1454087
6107092,2448709
6107092,9907233
6107092,7207007
9017866,1078247
9017866,7350073
4622335,2684627
7984174,4116089
7984174,8507235
7984174,4173942
6558845,1365911
9982514,4722592
9982514,2304201
9982514,3966680
9982514,3309923
3411754,6303011
3411754,7012043
3411754,3131129
5324655,8740882
7455085,5929171
8360616,3513232
8360616,5302863
9968335,2684627
5410496,5929171
3198311,6587374
3198311,6254950
5954632,3513232
5954632,5302863
1896146,1948840
1546416,1082957
1546416,4751003
1546416,2957356
1546416,6380878
2351444,5778798
2351444,5152402
2351444,3062240
5671248,6979628
5671248,8663601
9269185,1948840
8301461,6276763
8301461,7013634
8301461,9543498
8301461,2531664
8301461,9698826
2802897,4952440
2802897,9340021
2802897,8990564
3340375,6167163
2138081,4978260
3420764,9455126
3527710,4978260
1837563,6798756
5599768,5040308
5599768,1503279
1488701,2075212
2987929,6798756
5038306,3464312
5038306,9257435
5038306,2753537
7113289,7257041
7113289,6659691
4418205,7257041
4418205,6659691
3872169,5293161
3872169,6326760
7609276,1151691
7609276,3746549
7609276,7468217
7609276,1896146
7609276,3032068
7609276,6842400
5800539,8451666
7850595,8988271
7850595,1320797
7850595,2406560
7850595,3732943
7850595,9412755
9185272,2111396
6960961,5751166
6960961,1957468
6960961,2663042
6960961,6465851
3035932,6031481
3035932,2797950
2167553,2111396
6134339,6779202
6134339,5988915
4946129,7800088
4946129,5300770
1409668,6779202
1409668,5988915
6815580,8555916
9104253,7145039
9104253,2526831
9104253,7468725
3353875,8335271
3353875,5047348
4541793,7371834
4541793,5624967
4541793,5869489
5580260,7800088
5580260,5300770
5585518,8555916
7552114,8335271
7552114,5047348
1472692,2402540
1472692,6972573
1472692,4304096
7098667,2402540
7098667,6972573
7098667,4304096
7886130,1104167
7886130,4875657
9382253,1037508
9382253,6423528
9382253,5911927
9382253,8240750
7577638,2776476
7577638,8260194
7577638,8535871
7577638,7548619
6964717,9174253
5188723,3474717
5188723,9695254
5188723,8561482
5188723,8359800
5855747,1066400
5855747,7155802
5855747,6049078
5855747,2928933
5855747,7218640
5855747,6881690
6373126,3254405
6373126,2457248
1007109,1066400
1007109,7155802
1007109,6049078
1007109,2928933
1007109,7218640
1007109,6881690
9343349,7609735
9842412,5941095
9842412,1496114
5954163,5449315
5954163,9503034
5954163,6752474
5954163,1444296
7749580,2805222
7749580,1179725
1986481,8218422
1986481,4077111
1986481,6125867
1986481,9650568
2621116,7060818
2621116,5120421
2621116,2856482
2772736,3254405
2772736,2457248
9197345,1953886
9197345,8305898
9197345,3348087
6364917,2805222
6364917,1179725
1721978,9838674
6023349,9201656
3540361,5195106
5543307,1183679
5543307,9213081
7947581,6925760
4386706,1183679
4386706,9213081
6870081,7013590
6870081,5421556
6870081,9340519
6870081,6261648
8097604,6266707
8097604,4518011
9624418,2830257
9624418,3738105
2740691,2273788
2740691,6353592
2740691,1252896
2740691,1305928
2483932,8129726
2483932,5094624
2350750,7546731
8483411,9494071
2511891,1406131
2511891,8575773
2511891,3504418
2511891,1592991
1883594,1126626
1883594,8503941
1883594,3956313
1883594,9764913
5194994,6925760
7613787,7636623
7613787,6968938
7613787,4793891
7753612,5766575
7753612,4891611
7753612,3818459
7753612,6960677
3482379,8360616
3482379,3967675
3482379,3024018
3482379,5392930
3482379,7445447
3656814,2368711
3656814,5150591
3999881,5766575
3999881,4891611
3999881,3818459
3999881,6960677
3182700,6538402
6783956,6538402
8643036,4162670
2652662,4116089
2652662,8507235
2652662,4173942
9246267,1365911
4756739,1429435
4756739,1221745
5068819,3900189
2979262,4722592
2979262,2304201
2979262,3966680
2979262,3309923
4994352,6587374
4994352,6254950
4962394,6979628
4962394,8663601
9516440,4162670
7088865,3900189
1131144,2993698
1131144,3423945
1131144,1020540
1131144,2968737
9660979,3739529
9660979,9689086
9660979,4720995
9660979,4877184
2968110,9455126
6698011,8336554
2111794,8988271
2111794,1320797
2111794,2406560
2111794,3732943
2111794,9412755
2540213,6031481
2540213,2797950
3409699,7145039
3409699,2526831
3409699,7468725
6343881,3604517
6343881,1982273
5869489,7429018
5869489,1060863
5869489,9661609
8869015,3819312
7568827,2018075
7568827,9597793
7568827,3474365
6203396,8554173
3183635,8336554
4028708,9880409
4028708,6705285
5963090,9534197
5963090,3284952
5963090,9435705
9108188,7429018
9108188,1060863
9108188,9661609
8422671,4868352
8422671,8151639
9257435,3819312
2251346,2018075
2251346,9597793
2251346,3474365
8075369,2366732
8075369,9823722
8075369,8471040
5908087,2776476
5908087,8260194
5908087,8535871
5908087,7548619
4370789,5007506
4370789,2123754
5066336,9880409
5066336,6705285
7431191,2078002
7431191,3907399
3939386,8399497
3939386,9169783
5145231,5756296
5145231,9037822
5145231,3620911
5472250,7798985
5472250,3797245
5472250,5020300
5472250,6469451
6147238,2366732
6147238,9823722
6147238,8471040
3977255,2715355
8435914,9174253
3028625,8065059
3028625,1506163
8484385,8311139
8177112,3474717
8177112,9695254
8177112,8561482
8177112,8359800
8285055,4693053
8285055,1116078
8285055,7876521
8285055,1720281
3245937,1888206
6915976,5941095
6915976,1496114
6125867,2715355
3980693,7710412
9306264,8218422
9306264,4077111
9306264,6125867
9306264,9650568
2027903,5008736
2027903,9098499
7661611,9373255
7661611,3563379
7661611,3827057
7661611,5285284
7661611,6202819
2872115,1953886
2872115,8305898
2872115,3348087
7651271,9838674
2819583,1888206
2940875,3407380
2940875,5148276
2940875,7335689
2940875,1420566
8272289,2622401
1177917,7463528
1177917,7188464
6811433,6224834
6811433,3590089
4223543,5008736
4223543,9098499
8040343,2622401
1310501,7463528
1310501,7188464
8364273,6224834
8364273,3590089
6352173,8360250
6427668,6429814
8855289,7704594
5333035,3255059
5333035,4535070
5333035,6143193
7960254,7013590
7960254,5421556
7960254,9340519
7960254,6261648
2614955,2830257
2614955,3738105
4263071,2273788
4263071,6353592
4263071,1252896
4263071,1305928
5539826,6654180
1855942,8360250
7660027,7704594
3175858,5648175
1448015,9494071
7469782,8062814
7469782,6159764
7469782,3675832
4300771,9791417
5276547,1406131
5276547,8575773
5276547,3504418
5276547,1592991
9484921,1378147
2948046,5780498
2948046,8258521
9368970,9996227
9368970,8500712
9368970,2221485
9368970,4106026
2078002,5648175
1736826,8851671
5124850,4826952
9246530,1378147
2303463,8360616
2303463,3967675
2303463,3024018
2303463,5392930
2303463,7445447
6796980,2368711
6796980,5150591
1482445,1429435
1482445,1221745
4819098,2993698
4819098,3423945
4819098,1020540
4819098,2968737
3970080,5720789
3970080,2390307
7184078,7548407
7184078,2771356
4682635,7945078
4682635,1492573
4682635,6364917
4682635,2707977
4682635,3612670
2202820,3739529
2202820,9689086
2202820,4720995
2202820,4877184
9636980,1438739
9636980,5078564
4474494,3604517
4474494,1982273
2085931,8851671
1299181,8554173
2595654,7800852
2672396,7867970
4513285,2183239
4513285,8278035
1891397,3066849
1891397,4964206
5391313,9534197
5391313,3284952
5391313,9435705
2779464,4078605
2779464,7540199
2779464,8647318
2779464,2796723
2779464,6405511
2779464,5794970
2779464,9704751
3687565,7800852
1037829,9516440
4405617,8945253
4405617,3695559
4405617,2735250
4405617,7637078
9364796,7309636
2446655,1317950
9134798,4868352
9134798,8151639
7421056,7867970
3866807,5007506
3866807,2123754
1805600,7885157
1805600,8493245
7840617,1317950
2892699,3776401
5163381,9398208
5163381,2356071
5163381,3704289
5163381,2868851
5163381,6091624
1496114,2588571
1496114,7511812
3886110,7237880
3886110,1656862
8742964,4288751
8742964,5123462
8742964,5274307
8742964,6525040
8399497,3776401
8435904,8611279
3079796,9218749
3079796,3253888
5351506,2078002
5351506,3907399
6374818,7549805
6374818,1409975
6374818,4905532
5877638,8619219
5877638,1628646
5877638,6879009
5877638,9311265
5877638,2591871
5877638,4605193
4322382,7883766
4322382,4495828
4322382,4361464
1775171,2588571
1775171,7511812
3223493,2761676
3223493,6414436
3223493,5165390
5854062,2628221
5720345,8399497
5720345,9169783
5875304,8751288
8673689,1070174
5946229,5756296
5946229,9037822
5946229,3620911
9157772,7549805
9157772,1409975
9157772,4905532
8811492,7883766
8811492,4495828
8811492,4361464
8461754,9832477
8461754,9301446
8461754,5432675
8461754,9488065
8461754,2781130
8461754,7507399
8461754,7579640
6618959,7281011
6618959,8053112
6618959,1443072
7781639,4045298
7781639,6939296
3584898,2628221
2295757,7798985
2295757,3797245
2295757,5020300
2295757,6469451
5232538,8065059
5232538,1506163
6740399,4347931
6740399,1659810
6740399,5658275
6740399,5167765
6667131,9917516
6667131,2066054
2750710,6956336
2750710,8908284
7555460,4191378
9253525,8311139
5851621,7940042
9474288,4770126
9474288,3687565
9474288,3466040
9474288,8493890
9905767,3743759
6694200,4693053
6694200,1116078
6694200,7876521
6694200,1720281
6989329,7710412
3847452,8751288
9135902,9373255
9135902,3563379
9135902,3827057
9135902,5285284
9135902,6202819
2237053,7281011
2237053,8053112
2237053,1443072
3637219,7202536
2050707,3407380
2050707,5148276
2050707,7335689
2050707,1420566
5075459,7433757
5075459,9958417
5075459,3455340
4471261,7125052
4471261,1687689
4471261,1743678
2916559,6429814
5683781,4254103
7995685,3255059
7995685,4535070
7995685,6143193
4188598,6026694
4188598,9881517
5151893,1603963
5151893,6202328
7916342,8412747
5460186,6963745
5460186,5044041
5460186,9967947
1310497,4347931
1310497,1659810
1310497,5658275
1310497,5167765
4924171,7028082
4924171,7376075
4924171,3501908
4924171,3895299
4924171,8401774
2054194,6654180
9143620,5788951
4259437,8062814
4259437,6159764
4259437,3675832
7760304,9791417
8858813,7351959
2178001,5780498
2178001,8258521
7852502,9996227
7852502,8500712
7852502,2221485
7852502,4106026
5773022,2147815
3447741,6956336
3447741,8908284
7603983,7346313
7603983,5143484
4459246,5261862
4459246,1100544
8454849,4826952
3704289,3835307
5348765,2779147
5348765,7088865
5348765,8369609
7141789,4191378
4735656,1831032
4735656,4178369
4735656,3514747
3732943,7940042
2932443,5103891
2932443,4579006
4180567,5720789
4180567,2390307
5471425,3743759
5099066,9568375
4587841,7433757
4587841,9958417
4587841,3455340
9237878,7548407
9237878,2771356
4931575,7125052
4931575,1687689
4931575,1743678
6811849,5911630
4181990,2841944
4181990,3161114
1729318,3332854
1729318,9499233
1729318,9281966
6639305,7177953
5916963,1008942
5916963,1993167
1565424,6026694
1565424,9881517
9008719,1532229
9008719,8149988
9008719,7328315
9008719,6935415
3111798,8412747
2263513,7945078
2263513,1492573
2263513,6364917
2263513,2707977
2263513,3612670
2130764,1438739
2130764,5078564
6814258,6963745
6814258,5044041
6814258,9967947
6054312,2183239
6054312,8278035
8606030,7028082
8606030,7376075
8606030,3501908
8606030,3895299
8606030,8401774
5073461,5788951
8170942,3066849
8170942,4964206
6433132,4074984
1274876,1313965
1274876,7815273
5059532,4078605
5059532,7540199
5059532,8647318
5059532,2796723
5059532,6405511
5059532,5794970
5059532,9704751
1486537,7921183
1486537,6231564
9361059,8320532
9361059,4544759
9361059,7707896
8519044,4426953
8519044,8198154
8519044,6103940
6308770,1878843
7315450,1808113
3979971,4028887
3979971,4148596
3979971,1949629
3979971,5367972
3979971,6158872
9487047,7351959
5931351,2149531
2210306,4956710
1212372,9240899
1212372,4437087
3214670,2147815
7542925,8823497
9656233,7874806
9656233,3508171
9656233,6872600
9656233,4141642
4533550,9516440
8270240,9897066
8270240,5179144
8270240,8876329
7504883,6732448
7504883,1215739
8672012,8945253
8672012,3695559
8672012,2735250
8672012,7637078
9089547,7890618
9089547,3564193
9089547,4743636
4471265,3835307
6611808,7309636
3433158,1831032
3433158,4178369
3433158,3514747
2210999,5075459
2210999,9299689
2210999,9626045
8485491,8597498
8485491,3674486
8485491,7419362
1928814,7885157
1928814,8493245
5087264,9398208
5087264,2356071
5087264,3704289
5087264,2868851
5087264,6091624
9505563,7237880
9505563,1656862
4579904,4288751
4579904,5123462
4579904,5274307
4579904,6525040
9477761,8611279
5442668,9866488
5442668,1966829
3236821,1877176
2567584,9218749
2567584,3253888
5919529,8619219
5919529,1628646
5919529,6879009
5919529,9311265
5919529,2591871
5919529,4605193
8244854,3332854
8244854,9499233
8244854,9281966
8691372,2481198
4695438,2761676
4695438,6414436
4695438,5165390
6218866,4319321
6021059,7177953
8420864,1008942
8420864,1993167
2072425,2880829
2072425,6460303
2072425,1354055
2072425,2819583
2072425,3691813
4569604,1070174
9359911,7921183
9359911,6231564
2966244,5257833
3811903,6285495
4064500,7380577
4064500,1581363
4064500,3264561
4064500,6659780
8761546,1770372
8761546,3455657
6532344,9832477
6532344,9301446
6532344,5432675
6532344,9488065
6532344,2781130
6532344,7507399
6532344,7579640
1778237,5702142
1778237,3798674
1778237,1135229
6790519,9505637
6790519,4567914
6391500,4426953
6391500,8198154
6391500,6103940
6592234,4045298
6592234,6939296
8722630,1878843
1185835,2149531
8818201,8042054
6247657,9917516
6247657,2066054
6171455,9687767
6171455,1719598
8522743,8823497
5313067,4770126
5313067,3687565
5313067,3466040
5313067,8493890
6872600,9490990
9347903,2642009
2577719,7202536
5246407,4254103
5101083,9546132
5101083,6217607
5101083,2874296
5158825,1603963
5158825,6202328
8267515,4946963
8267515,4752514
8267515,7616299
8267515,1710369
8267515,5412494
9285399,4870894
6765516,8104293
7223573,2532129
7223573,2698461
8648272,7346313
8648272,5143484
2591829,3051010
6623848,5261862
6623848,1100544
9655973,2779147
9655973,7088865
9655973,8369609
8145877,9897066
8145877,5179144
8145877,8876329
2788847,5103891
2788847,4579006
9637809,6732448
9637809,1215739
9864949,9866488
9864949,1966829
8010598,9568375
2262320,1877176
5138414,4319321
2846535,6751227
2846535,3456358
2846535,4874904
2846535,1729318
2846535,3464370
